देश विदेश भारतीय सुहागिनों तीज क़ी हार्दिक शुभकामना	Sudhir Karan	SudhirCcl	Ranchi, Jharkhand, India			
रूस में राजधानी मॉस्को सहित देश शहरों में पिछले लगभग दशक में हुए सबसे बड़े प्रदर्शनों में लाखों लोगों	digant sahil	itsme_digant	not-given			http://t.co/546EFIzI
वर्ष नोबेल शांति पुरस्कार तीन महिलाओं संयुक्त रूप नॉर्वे राजधानी ओसलो में दिया गया इनमें	digant sahil	itsme_digant	not-given			http://t.co/BDXFQusP
मिथक सचिन शतक ठोंकते टीम इंडिया हारती here actual condition test centuries won	digant sahil	itsme_digant	not-given			http://t.co/BtdmCAUD
धोनी पीछे छोड़ हैदराबाद कीपर बनाया रेकॉर्ड	digant sahil	itsme_digant	not-given			http://t.co/4h526gte
शरद पवार थप्पड़ मारने काम सरदार करना मुझे उम्मीद मनमोहन सिंघ करेंगे दिया हरविंदर सिंघ	Nayan Makwana	Nayan_Makwana	The Woodlands,TX USA		@fakingnews	
शरद पवार थप्पड़ मारने काम सरदार करना मुझे उम्मीद मनमोहनसिंघ करेंगे दिया हरविंदरसिंघ	Nayan Makwana	Nayan_Makwana	The Woodlands,TX USA		@hindifakingnews	
दिल्ली हाई कोर्ट बाहर गेट नंबर बाहर धमाके आवाज़ कुछ लोगो घायल होने खबर	prashant pathak	prashantaajtak	not-given			
राजीव शुक्ला पहली बार सुना। बिना किसी अदा नाटकीय भाव भंगिमाओं निहायत व्यवहारिक बातें।	Sanjay Grover	CreativeAtheist	Delhi			
नेताओं कबसे ग़ालियां पड़ती थीं मगर शायद पहली बार ऐसा हुआ	Sanjay Grover	CreativeAtheist	Delhi			
धर्मगुरुओं धर्मगुरु टाइप लोगो जनता पैमाने मोह भंग हुआ श्रद्धा टूटी है।	Sanjay Grover	CreativeAtheist	Delhi			
राजनेता ऐसी अंधी श्रद्धा जनता शायद कभी रही जैसी धर्मगुरु रही है।	Sanjay Grover	CreativeAtheist	Delhi			
शुक्र ऐसा इलैक्ट्ॉनिक मीडिया गांधीजी वक्त में नहीं था।	Sanjay Grover	CreativeAtheist	Delhi			
क्या ड्ामेबाज़ी महात्मा गांधी अंबेडकर जैसे असली नायकों स्थान लिया सकता	Sanjay Grover	CreativeAtheist	Delhi			
बंदर हाथ कैमरा जाए वही होता रहा है।	Sanjay Grover	CreativeAtheist	Delhi			
निष्पक्ष बहस शुरु हुई हांलांकि जनता भागीदारी इसमें अभी नहीं है।	Sanjay Grover	CreativeAtheist	Delhi			
अगर कोई बिल उसके सारे पाप धुल जाएंगे क्या फिर सौदेबाज़ी क्या होती	Sanjay Grover	CreativeAtheist	Delhi			
शताब्दी फिर मौसम मार	Bhopal News	bhopalnews	India			http://ping.fm/CMaHP
बीएमएचआरसी हुआ निरीक्षण सावधानी बरतने	Bhopal News	bhopalnews	India			http://ping.fm/JduAJ
स्टांप स्वीकारी पत्नी शर्तें सोता	Bhopal News	bhopalnews	India			http://ping.fm/9E6di
विस बजट सत्र फरवरी	Bhopal News	bhopalnews	India			http://ping.fm/X0RoX
संघ में ‘संदिग्ध’ सीबीआई क्यों नही�	Bhopal News	bhopalnews	India			http://ping.fm/P6XrP
मप्र पूर्व उपमुख्यमंत्री प्यारेलाल कंव�	Bhopal News	bhopalnews	India			http://ping.fm/joNR3
लापरवाह ठेकेदारों पैसा होगा जब्त	Bhopal News	bhopalnews	India			http://ping.fm/rCV6F
पटवारी रहा रिश्वत	Bhopal News	bhopalnews	India			http://ping.fm/NGqE0
अपने पापों मीडिया चलते रहे किसान	Bhopal News	bhopalnews	India			http://ping.fm/0Qyzn
आखिर मिल ठंड राहत	Bhopal News	bhopalnews	India			http://ping.fm/INJFC
पांचवे सेमेस्टर में बैठ सकेंगे फेल छात्र	Bhopal News	bhopalnews	India			http://ping.fm/9PpsJ
प्रदेश स्कूलों में खेल पीरियड अनिवार्	Bhopal News	bhopalnews	India			http://ping.fm/MQifz
बोर्ड नंबर आते यात्री सकेंगे टिकट	Bhopal News	bhopalnews	India			http://ping.fm/3AB9Z
व्यापारी उड़ाया लाख माल	Bhopal News	bhopalnews	India			http://ping.fm/Jw4LW
नहीं छटा कोहरा घंटे लेट ट्रेनें	Bhopal News	bhopalnews	India			http://ping.fm/oIyP8
में प्रसव पांच रुपए देगी सरकार	Bhopal News	bhopalnews	India			http://ping.fm/k8ql8
दुकानें देकर पंजीयन कराना भूल गया नगर निगम	Bhopal News	bhopalnews	India			http://ping.fm/LoGFG
आएगें जनवरी बाद	KIRANDEEP	raydeep	not-given		@anantvijay	
अगर सासंद में अटल होते हितेषी लोकपाल जाता राम	RameshwarSingh Sewad	rameshwarraj	Barmer Rajsathan		@ravishndtv	
अन्ना आंतकवादीयो नहीं कांग्रेसी आंतकवादीयो	RameshwarSingh Sewad	rameshwarraj	Barmer Rajsathan		@ravishndtv	
अन्ना महात्मा कांग्रेस इनके खिलाप छड़यंत्र नहीं करना चाहिए अगर ऐसा करेगी कांग्रेस नामो निशान मिट जायेगा	RameshwarSingh Sewad	rameshwarraj	Barmer Rajsathan		@janlokpal	
कांग्रेस वोट नहीं	RameshwarSingh Sewad	rameshwarraj	Barmer Rajsathan		@AbhayIndia,@digvijaya_28,@digvijaya_28,@janlokpal	
माया मुलायम गुना ज्यादा राहुल गांधी कांग्रेसियों जनता ठगा	RameshwarSingh Sewad	rameshwarraj	Barmer Rajsathan		@digvijaya_28,@janlokpal,@IACChennai	
टीएमसी हाथों रेलवे बागडोर संभाली तबसे मंत्रालय कंगाली कगार पहुंच चुका आखिर क्‍यों	RameshwarSingh Sewad	rameshwarraj	Barmer Rajsathan			
महंगाई अपने चरम आदमी जीना मुश्किल गया	RameshwarSingh Sewad	rameshwarraj	Barmer Rajsathan			
धोनी जगह वीरू बनना चाहते हैं कप्तान	MSN YUVA	MSNYuva	not-given			http://t.co/EX6Xcz7F
पाक में राजनीतिक भूचाल बुलाया संसद आपात सत्र	MSN YUVA	MSNYuva	not-given			http://t.co/57UzEijE
यूपी में पड़ बुतों पर्दे	MSN YUVA	MSNYuva	not-given			http://t.co/cEd9XWxa
अनफिट वीनस ऑस्ट्रेलियन ओपन बाहर	MSN YUVA	MSNYuva	not-given			http://t.co/g7ediwFn
जॉनी डेप खरीदा नया बंगला	MSN YUVA	MSNYuva	not-given			http://t.co/5fOUjOS2
बच्चों उपदेश देना जोली पसंद नहीं	MSN YUVA	MSNYuva	not-given			http://t.co/2WWNMrOr
बारह राशियां वर्ष आर्थिक भविष्य	MSN YUVA	MSNYuva	not-given			http://t.co/BnFEGqkx
